therapist_name,sub_title,Bio,therapist_url,Specialty,style
Stuart Riskin,"Therapist, Virtual & in-person","“I bring a grounded, compassionate approach to therapy that's shaped by decades of working with individuals, couples, and families across the lifespan and across diverse life experiences.”",https://care.headway.co/providers/stuart-riskin?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'Family issues']","['Challenging', 'Empowering', 'Solution-oriented']"
Marty Malin,"Therapist, Virtual","“I have a special interest in working with people who struggle with issues related to gender experience, sexual practices and orientations outside the mainstream, LGBTQIA+ concerns, and disorders of sex development (DSD or intersex).”",https://care.headway.co/providers/marty-malin?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Chronic conditions']","['Empowering', 'Open-minded', 'Warm']"
Sylvie Oconnell,"Therapist, Virtual","“I have worked with clients on issues related to gender/identity challenges, substance use disorders, incarceration, social systems and adoption as well as collaborated extensively with law-enforcement/first responders and military service members.”",https://care.headway.co/providers/sylvie-oconnell?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Bipolar disorder', 'Depression', 'Family issues']","['Humorous', 'Open-minded', 'Solution-oriented']"
Carolyn DeTierra,"Therapist, Virtual","“I'm a licensed Marriage and Family Therapist with over 25 years of experience supporting people through trauma, anxiety, depression, grief, substance use, and chronic stress.”",https://care.headway.co/providers/carolyn-detierra?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Bipolar disorder', 'Chronic conditions']","['Affirming', 'Empowering', 'Warm']"
Kory Doyle,"Therapist, Virtual","“My specialty is working with LGBT+ adults and couples. Issues I have worked with in the past include same-sex couples' dynamics, self-acceptance, the coming-out process, and gender transition.”",https://care.headway.co/providers/kory-doyle?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'Grief or loss']","['Open-minded', 'Solution-oriented', 'Warm']"
Monica Castanon,"Therapist, Virtual","“I consider myself a therapist who leads with empathy, making others feel safe, seen, and genuinely understood.”",https://care.headway.co/providers/monica-castanon?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Affirming', 'Empowering', 'Open-minded']"
Kerry Deeney,"Therapist, Virtual","“I'm warm, real, and collaborative. You can expect open, judgment-free conversations that leave you feeling supported—and challenged in the best way—to grow and make changes that last.”",https://care.headway.co/providers/kerry-deeney?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Chronic conditions', 'Depression']","['Direct', 'Open-minded', 'Warm']"
Dr. Tracy Griffith,"Therapist, Virtual",“Seeking help can be the first step to acquire greater understanding and insight into our lives and relationships.”,https://care.headway.co/providers/tracy-griffith-2?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Chronic conditions', 'Depression', 'End of life care']","['Empowering', 'Open-minded', 'Warm']"
AJ (Amberle J) Wagner,"Therapist, Virtual","“I believe therapy works best when it feels like a partnership, so I approach each session with curiosity, collaboration, and respect for your unique experiences.”",https://care.headway.co/providers/aj-amberle-j-wagner?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Depression', 'Family issues']","['Affirming', 'Empowering', 'Solution-oriented']"
Gabriel Ramirez Penaranda,"Therapist, Virtual",“I'm a Licensed Marriage and Family Therapist with 14 year experience in the mental health field. I specialize in supporting individuals who are committed to their emotional healing. I have experience in working with age groups ranging from children...”,https://care.headway.co/providers/gabriel-ramirez-penaranda?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Empowering', 'Inquisitive', 'Warm']"
Lonnie Ferguson,"Therapist, Virtual",“Therapy is a courageous act of self love and it requires a collaborative approach to establish a sense of trust and safety.”,https://care.headway.co/providers/lonnie-ferguson?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'End of life care']","['Affirming', 'Inquisitive', 'Warm']"
Kimberly Rios Lopez,"Therapist, Virtual","“My goal is to create a supportive environment where you feel heard, respected, and empowered to move forward in ways that honor your identity and values.”",https://care.headway.co/providers/kimberly-rios-lopez?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Affirming', 'Empowering', 'Inquisitive']"
Elise Horwich,"Therapist, Virtual","“My style is interactive, direct and supportive. I focus on the here and now but recognize that one's past impacts choices, feelings, and behaviors in the present.”",https://care.headway.co/providers/elise-horwich?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Chronic conditions']","['Empowering', 'Open-minded', 'Participatory']"
Brace Bacon,"Therapist, Virtual & in-person","“I help adults navigate anxiety, self-esteem, relationship challenges, and life transitions with warmth, insight, and practical support.”",https://care.headway.co/providers/brace-bacon?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Chronic conditions', 'Depression', 'End of life care']","['Participatory', 'Solution-oriented', 'Warm']"
Amy Annala,"Therapist, Virtual","“I'm a LCSW providing telehealth out of Southern California. Growing up in Long Beach, I'm accustom to a variety of populations and personally have experience working in Addiction Medicine, with Child Welfare Services, and as an ally for my LGBTQ+...”",https://care.headway.co/providers/amy-annala?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Chronic conditions', 'Depression']","['Affirming', 'Empowering', 'Participatory']"
Rebecca Marrs,"Therapist, Virtual","“My approach is warm, collaborative, and focused on actually helping you feel better, not just talk about it.”",https://care.headway.co/providers/rebecca-marrs?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Affirming', 'Open-minded', 'Warm']"
Dr. Thierry Kolpin,"Psychologist, Virtual","“With 30 years of experience as a therapist, I earned my Ph.D. in Counseling Psychology from Stanford University, specializing in school and community-based counseling. I'm dedicated to guiding clients through challenges like trauma, anxiety, and...”",https://care.headway.co/providers/thierry-kolpin?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Empowering', 'Holistic', 'Solution-oriented']"
Patricia Gutierrez,"Therapist, Virtual","“My practice centers on trauma and PTSD, identity and gender affirming care, and the lived experiences of women and LGBTQIA+ individuals.”",https://care.headway.co/providers/patricia-gutierrez-2?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Chronic conditions']","['Direct', 'Open-minded', 'Solution-oriented']"
Ashley Yen,"Therapist, Virtual","“I believe that therapy is personal and each person is different, which is why my approach to therapy is client-led and meant to empower you.”",https://care.headway.co/providers/ashley-yen?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Affirming', 'Empowering', 'Open-minded']"
Dr. Chelsea Moss,"Psychologist, Virtual","“I'm passionate about providing evidence based and compassionate care to Black folks, particularly Black women.”",https://care.headway.co/providers/chelsea-moss?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Bipolar disorder', 'Cultural & ethnic issues', 'Depression']","['Empowering', 'Open-minded', 'Warm']"
Barbara Jean Douglass,"Therapist, Virtual","“I am a Licensed Clinical Social Worker and PhD with 25 years experience working with adults, children and youth. My goal is to help you in your path towards feeling better, and experiencing an improved sense of confidence, self-esteem and...”",https://care.headway.co/providers/barbara-jean-douglass?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues', 'Depression']","['Affirming', 'Empowering', 'Warm']"
Zora Speert Dieterich,"Therapist, Virtual & in-person",“I am an interactive therapist whose practice involves a mutual cooperative approach to empower self-learning.”,https://care.headway.co/providers/zora-speert-dieterich?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Bipolar disorder', 'Chronic conditions']","['Empowering', 'Open-minded', 'Participatory']"
Shiva Banafti,"Therapist, Virtual","“My work is grounded in a human-centered, trauma-informed approach, and one of my greatest strengths is the quality of therapeutic relationships I build with clients.”",https://care.headway.co/providers/shiva-banafti?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Empowering', 'Holistic', 'Warm']"
Minon Maier,"Therapist, Virtual",“My approach to therapy is collaborative and focused on helping all clients feel safe and comfortable in sessions so that change is more likely to occur.”,https://care.headway.co/providers/minon-maier?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Depression']","['Direct', 'Empowering', 'Warm']"
Sam Zia,"Therapist, Virtual","“I am an AASECT-trained Sex Therapist. I have an MA in Clinical Psychology, and am a PhD Candidate in Human Sexuality.”",https://care.headway.co/providers/sam-zia?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Humorous', 'Open-minded', 'Warm']"
Jessica La Rocca,"Therapist, Virtual","“I strive to create a space where you can feel emotionally safe, deeply understood, and supported without judgment.”",https://care.headway.co/providers/jessica-la-rocca?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Empowering', 'Energetic', 'Warm']"
Monica Lomeli,"Therapist, Virtual","“My goal is to meet you where you are and work together to help you feel supported, understood, and empowered in your journey.”",https://care.headway.co/providers/monica-lomeli?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Affirming', 'Empowering', 'Open-minded']"
Elana Luban,"Therapist, Virtual","“Hi! My greatest passion is working with individuals who wish to free themselves from trauma patterns, negative self-image, dopamine-seeking patterns, and depression. I'm certified in hypnotherapy, ketamine-assisted therapy, and EMDR, and use a...”",https://care.headway.co/providers/elana-luban?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Chronic conditions']","['Energetic', 'Inquisitive', 'Warm']"
Katy Michaels,"Therapist, Virtual & in-person",“As a member of a marginalized community myself I personally understand how hard it can be to reach out and ask for help.”,https://care.headway.co/providers/katy-michaels?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Bipolar disorder', 'Cultural & ethnic issues']","['Affirming', 'Empowering', 'Warm']"
Jade Sustacek,"Therapist, Virtual","“Seeking help and support can be so challenging, I know it's something I've struggled with personally. Through my experience as a licensed therapist, I've had the wonderful privilege of working in diverse settings helping individuals with a variety...”",https://care.headway.co/providers/jade-sustacek?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'Eating disorders']","['Empowering', 'Open-minded', 'Solution-oriented']"
Kaitlin Kimmel,"Therapist, Virtual",“I believe that true healing in psychotherapy requires digging deep to uncover the root causes of the challenge you're facing in this season of your life.”,https://care.headway.co/providers/kaitlin-kimmel?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Grief or loss', 'Identity issues']","['Creative', 'Direct', 'Open-minded']"
Alexándria Olosunde,"Therapist, Virtual","“I believe you deserve a therapist who is fully human, fully present, and genuinely invested in your growth.”",https://care.headway.co/providers/alexandria-olosunde?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Challenging', 'Humorous', 'Participatory']"
Kaitlyn Nguyen,"Therapist, Virtual",“For the past 8 years I have partnered with clients on their journey towards healing and self-acceptance...”,https://care.headway.co/providers/kaitlyn-nguyen?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Family issues', ""Men's issues"", 'PTSD']","['Affirming', 'Empowering', 'Inquisitive']"
Elisa Lewis,"Therapist, Virtual",“I believe in empowering individuals and couples to live their best lives! I do this by being intentional and using a client-centered approach through an attachment lens.”,https://care.headway.co/providers/elisa-lewis?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'End of life care']","['Affirming', 'Empowering', 'Open-minded']"
Dr. Fei Yang,"Therapist, Virtual","“I believe therapy is not only about symptom relief, but also about helping you feel more connected to yourself and the important relationships in your life.”",https://care.headway.co/providers/fei-yang?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Empowering', 'Open-minded', 'Warm']"
Caci Tassano,"Therapist, Virtual","“Together we will work on, gain skills in working with and around emotional blocks and beliefs about themselves which are no longer useful to them.”",https://care.headway.co/providers/caci-tassano?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Cultural & ethnic issues', 'Depression']","['Creative', 'Holistic', 'Open-minded']"
Lauren Liu,"Therapist, Virtual","“I'm passionate about supporting individuals as they navigate the complexities of identity, relationships, life transitions, trauma, and heavy emotions.”",https://care.headway.co/providers/lauren-liu?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Cultural & ethnic issues', 'Depression']","['Affirming', 'Holistic', 'Warm']"
Monique Kennedy,"Therapist, Virtual","“My approach is warm, challenging, and empowering, focused on equipping clients with the tools they need to navigate life more effectively.”",https://care.headway.co/providers/monique-kennedy?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Panic disorders', 'PTSD', 'Relationship issues']","['Affirming', 'Challenging', 'Warm']"
Stephanie Guzman Alvarez,"Therapist, Virtual","“My approach is warm, collaborative, and goal-oriented, helping clients build insight, resilience, and lasting tools for emotional well-being.”",https://care.headway.co/providers/stephanie-guzman-alvarez?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Family issues', 'Identity issues']","['Affirming', 'Empowering', 'Warm']"
Eve Eichwald,"Therapist, Virtual","“I'm your nerdy, thoughtful, and careful teammate—trained as a therapist—and you are the expert on yourself.”",https://care.headway.co/providers/eve-eichwald?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Chronic conditions', 'Depression', 'Grief or loss']","['Affirming', 'Inquisitive', 'Warm']"
Bruce Strumpf,"Therapist, Virtual","“I'll provide a supportive, nonjudgmental space where we can work together to help you feel better an move toward the life you want.”",https://care.headway.co/providers/bruce-strumpf?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Bipolar disorder', 'Chronic conditions', 'Depression']","['Humorous', 'Participatory', 'Warm']"
Gaudi Alvarado,"Therapist, Virtual","“I believe every person has an innate capacity to heal, and I consider it a privilege to walk alongside my clients as they reconnect with their strengths, resilience, and sense of self.”",https://care.headway.co/providers/gaudi-alvarado?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues', 'Depression']","['Empowering', 'Open-minded', 'Warm']"
Sophia Kubes,"Therapist, Virtual","“If you’re struggling with your relationship with food, your body, or feeling stuck in cycles of restriction, bingeing, or guilt, you are not alone—and you don’t have to face it by yourself. In my private practice, I specialize in working with...”",https://care.headway.co/providers/sophia-kubes?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Empowering', 'Open-minded', 'Solution-oriented']"
Mark Schiff,"Therapist, Virtual","“My approach is warm, collaborative, and direct. I draw primarily from Acceptance and Commitment Therapy (ACT), along with elements of Cognitive Behavioral Therapy (CBT), to help clients develop greater flexibility in how they respond to difficult...”",https://care.headway.co/providers/mark-schiff?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues']","['Direct', 'Inquisitive', 'Warm']"
DíAndré X,"Therapist, Virtual","“I am looking forward to working with people one-on-one so they can actually live life to the fullest, no matter who they are, where they come from, or how they choose to live.”",https://care.headway.co/providers/joshua-phillips?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Cultural & ethnic issues', 'End of life care', 'Family issues', 'Grief or loss']","['Direct', 'Open-minded', 'Warm']"
